,CLASS,SUBCLASS,INFRACLASS,ORDER,FAMILY,GENUS,SPECIES,Match
0,Mammalia,Theria,Eutheria,Carnivora,Hyaenidae,Hyaena,Hyaena hyaena,92
0,Mammalia,Theria,Eutheria,Rodentia,Sciuridae,Marmota,Marmota marmota,92
0,Mammalia,Theria,Eutheria,Carnivora,Felidae,Panthera,Panthera tigris,92
0,Mammalia,Theria,Eutheria,Carnivora,Canidae,Canis,Canis lupus,91
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,91
0,Mammalia,Theria,Eutheria,Rodentia,Heteromyidae,Dipodomys,Dipodomys ordii,91
0,Mammalia,Theria,Eutheria,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,91
0,Mammalia,Theria,Eutheria,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,90
0,Mammalia,Theria,Eutheria,Rodentia,Muridae,Arvicanthis,Arvicanthis niloticus,90
0,Mammalia,Theria,Eutheria,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,90
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Chlorocebus,Chlorocebus sabaeus,89
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,89
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Macaca,Macaca nemestrina,89
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,89
0,Mammalia,Theria,Eutheria,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,89
0,Mammalia,Theria,Eutheria,Rodentia,Sciuridae,Neosciurus,Neosciurus carolinensis,89
0,Mammalia,Theria,Eutheria,Lagomorpha,Ochotonidae,Ochotona,Ochotona curzoniae,89
0,Mammalia,Theria,Eutheria,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps,89
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Papio,Papio anubis,88
0,Mammalia,Theria,Eutheria,Rodentia,Heteromyidae,Dipodomys,Dipodomys spectabilis,88
0,Mammalia,Theria,Eutheria,Pholidota,Manidae,Manis,Manis pentadactyla,88
0,Mammalia,Theria,Eutheria,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,88
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana,88
0,Mammalia,Theria,Eutheria,Chiroptera,Hipposideridae,Hipposideros,Hipposideros armiger,86
0,Mammalia,Theria,Eutheria,Primates,Lemuridae,Lemur,Lemur catta,86
0,Mammalia,Theria,Eutheria,Artiodactyla,Cervidae,Cervus,Cervus canadensis,86
0,Mammalia,Theria,Eutheria,Soricomorpha,Soricidae,Sorex,Sorex araneus,85
0,Mammalia,Theria,Eutheria,Rodentia,Castoridae,Castor,Castor canadensis,85
0,Mammalia,Theria,Eutheria,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,85
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,85
0,Mammalia,Theria,Eutheria,Chiroptera,Miniopteridae,Miniopterus,Miniopterus natalensis,85
0,Mammalia,Theria,Eutheria,Rodentia,Chinchillidae,Chinchilla,Chinchilla lanigera,85
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Macaca,Macaca fascicularis,85
0,Mammalia,Theria,Eutheria,Dermoptera,Cynocephalidae,Galeopterus,Galeopterus variegatus,85
0,Mammalia,Theria,Eutheria,Primates,Hylobatidae,Hylobates,Hylobates moloch,84
0,Mammalia,Theria,Eutheria,Primates,Hominidae,Homo,Homo sapiens,84
0,Mammalia,Theria,Eutheria,Chiroptera,Phyllostomidae,Sturnira,Sturnira hondurensis,84
0,Mammalia,Theria,Eutheria,Artiodactyla,Bovidae,Oryx,Oryx dammah,84
0,Mammalia,Theria,Eutheria,Pholidota,Manidae,Manis,Manis javanica,84
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Myodes,Myodes glareolus,83
0,Mammalia,Theria,Eutheria,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,83
0,Mammalia,Theria,Eutheria,Primates,Hylobatidae,Nomascus,Nomascus leucogenys,83
0,Mammalia,Theria,Eutheria,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,83
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Microtus,Microtus ochrogaster,83
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Arvicola,Arvicola amphibius,82
0,Mammalia,Theria,Eutheria,Pilosa,Megalonychidae,Choloepus,Choloepus didactylus,82
0,Mammalia,Theria,Eutheria,Soricomorpha,Talpidae,Condylura,Condylura cristata,82
0,Mammalia,Theria,Eutheria,Cetacea,Phocoenidae,Phocoena,Phocoena sinus,82
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus,82
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Microtus,Microtus oregoni,82
0,Mammalia,Theria,Eutheria,Artiodactyla,Bovidae,Capra,Capra hircus,82
0,Mammalia,Theria,Eutheria,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer,82
0,Mammalia,Theria,Eutheria,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,82
0,Mammalia,Theria,Eutheria,Soricomorpha,Talpidae,Talpa,Talpa occidentalis,81
0,Mammalia,Theria,Eutheria,Primates,Hominidae,Gorilla,Gorilla gorilla,81
0,Mammalia,Theria,Eutheria,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,81
0,Mammalia,Theria,Eutheria,Cetacea,Monodontidae,Delphinapterus,Delphinapterus leucas,81
0,Mammalia,Theria,Eutheria,Cetacea,Delphinidae,Globicephala,Globicephala melas,81
0,Mammalia,Theria,Eutheria,Rodentia,Dipodidae,Jaculus,Jaculus jaculus,80
0,Mammalia,Theria,Eutheria,Primates,Galagidae,Otolemur,Otolemur garnettii,80
0,Mammalia,Theria,Eutheria,Cetacea,Delphinidae,Tursiops,Tursiops truncatus,80
0,Mammalia,Theria,Eutheria,Cetacea,Delphinidae,Orcinus,Orcinus orca,80
0,Mammalia,Theria,Eutheria,Primates,Tarsiidae,Carlito,Carlito syrichta,80
0,Mammalia,Theria,Eutheria,Chiroptera,Molossidae,Molossus,Molossus molossus,79
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,78
0,Mammalia,Theria,Eutheria,Cetacea,Lipotidae,Lipotes,Lipotes vexillifer,78
0,Mammalia,Theria,Eutheria,Rodentia,Caviidae,Cavia,Cavia porcellus,78
0,Mammalia,Theria,Eutheria,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera musculus,77
0,Mammalia,Theria,Eutheria,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus edwardii,76
0,Mammalia,Theria,Metatheria,Diprotodontia,Vombatidae,Vombatus,Vombatus ursinus,74
0,Mammalia,Theria,Eutheria,Artiodactyla,Physeteridae,Physeter,Physeter cotodon,73
0,Mammalia,Theria,Eutheria,Sirenia,Trichechidae,Trichechus,Trichechus manatus,67
0,Mammalia,Theria,Eutheria,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,66
0,Mammalia,Theria,Eutheria,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris asiatica,63
0,Mammalia,Theria,Metatheria,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,61
0,Mammalia,Theria,Metatheria,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,61
0,Mammalia,Theria,Prototheria,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,55
0,Mammalia,Theria,Eutheria,Afrosoricida,Tenrecidae,Echinops,Echinops telfairi,48
